id;name;link;specialization;films_years;description;path_to_folder
1641;Людмила Касаткина;https://www.kinopoisk.ru/name/238447;Актриса,Актриса дубляжа;42, 1954 — 2011;Помни имя свое,Укрощение строптивой,Медовый месяц,Душечка,Укротительница тигров,Вызываем огонь на себя,Операция «Трест»,Большая перемена;actors_ussr_russia/1641
3266;Нина Гусева;https://www.kinopoisk.ru/name/1975377;Актриса,Режиссер,Сценарист,Продюсер;21, 2006 — 2023;Нулевой пациент,Сладкая жизнь,Лучше, чем люди,Вторые,Псих;actors_ussr_russia/3266
17891;Александр Макаров;https://www.kinopoisk.ru/name/3431000;Продюсер,Оператор;1, 2012 — 2012;;actors_ussr_russia/17891
16;Оксана Акиньшина;https://www.kinopoisk.ru/name/42164;Актриса;51, 2001 — 2024;Сёстры,Лиля навсегда,Превосходство Борна,Контейнер,Беспринципные,Полёт,Петля Нестерова,The Телки;actors_ussr_russia/16
13017;Антон Миранчук;https://www.kinopoisk.ru/name/5150308;Актер;2, 2018 — 2019;Вне игры;actors_ussr_russia/13017
23749;Владислав Ветров;https://www.kinopoisk.ru/name/742602;Актер,Актер дубляжа,Сценарист,Режиссер;159, 1986 — 2024;Рябиновый вальс,Московские тайны. Тринадцатое колено,Московские тайны. Бедная Лиза,Адмиралъ,Московские тайны. Либерея,Зворыкин-Муромец,Спас под березами,Деньги,Красивая жизнь,Заключение;actors_ussr_russia/23749
19517;Иван Пшенин;https://www.kinopoisk.ru/name/6448148;Режиссер,Сценарист,Оператор;6, 2018 — 2022;;actors_ussr_russia/19517
8142;Алина Ходжеванова;https://www.kinopoisk.ru/name/3148988;Актриса;13, 2016 — 2024;Монастырь;actors_ussr_russia/8142
3267;Владимир Матвеев;https://www.kinopoisk.ru/name/563497;Актер,Актер дубляжа;112, 1977 — 2023;Кукушка,Салют-7,Придел Ангела,Камышовый рай,Последняя дорога,Знахарь,Ментовские войны 4,Агент особого назначения,Конец невинности,Сонька: Продолжение легенды;actors_ussr_russia/3267
13018;Анастасия Шантарина;https://www.kinopoisk.ru/name/3889693;Актриса;1, 2015 — 2015;;actors_ussr_russia/13018
17;Фёдор Бондарчук;https://www.kinopoisk.ru/name/231517;Продюсер,Актер,Режиссер,Актер дубляжа,Сценарист;245, 1986 — 2024;Лёд 3,Яга и книга заклинаний,Я остаюсь,Повелитель ветра,Лёд 2,Мастер,Слово пацана. Кровь на асфальте,Тётя Марта,Женский батальонъ,Мамы чемпионов;actors_ussr_russia/17
23750;Дана Абызова;https://www.kinopoisk.ru/name/3678761;Актриса;38, 2014 — 2023;На твоей стороне,Любовь с ароматом кофе,Испытание,Мажор,Мажор 2;actors_ussr_russia/23750
16268;Лариса Левски;https://www.kinopoisk.ru/name/4047108;Продюсер;1, 2015 — 2015;;actors_ussr_russia/16268
19518;Александр Юрасов;https://www.kinopoisk.ru/name/5838628;Продюсер;4, 2015 — 2023;Анатолий Крупнов. Он был,Михаил Горшенёв. Легенда о Короле и Шуте;actors_ussr_russia/19518
13019;Виталий Усанов;https://www.kinopoisk.ru/name/281383;Актер;12, 1983 — 2023;Семеро солдатиков,Секретный фарватер;actors_ussr_russia/13019
18;Катерина Шпица;https://www.kinopoisk.ru/name/1555520;Актриса,Актриса дубляжа;81, 2004 — 2023;Экипаж,Поддубный,Метро,Иваново счастье. Новые истории,У людей так бывает,Казанова,Жёлтый глаз тигра,Молодая гвардия,Ласточкино гнездо,Катя: Военная история;actors_ussr_russia/18
41085;Александр Евменов;https://www.kinopoisk.ru/name/5775873;Актер;12, 2016 — 2022;;actors_ussr_russia/41085
6518;Анастасия Фомина;https://www.kinopoisk.ru/name/3366909;Актриса;12, 2008 — 2023;Праведник,Невский;actors_ussr_russia/6518
9769;Мария Глазунова;https://www.kinopoisk.ru/name/3733340;Актриса;6, 2012 — 2017;Мажор 2,Предатель;actors_ussr_russia/9769
3269;Вера Иванко;https://www.kinopoisk.ru/name/1624333;Актриса;16, 2001 — 2014;Ералаш;actors_ussr_russia/3269
19;Паулина Андреева;https://www.kinopoisk.ru/name/3429664;Актриса,Сценарист,Режиссер,Продюсер;37, 2006 — 2023;Конёк-Горбунок,Метод,Спящие,Лучше, чем люди,Вертинский,13 клиническая;actors_ussr_russia/19
1645;Екатерина Соломатина;https://www.kinopoisk.ru/name/1605265;Актриса,Актриса дубляжа;107, 2001 — 2023;Господа Головлевы,Со дна вершины,Мачеха,Женские мечты о дальних странах,Триггер,Глухарь. Продолжение,По законам военного времени;actors_ussr_russia/1645
14645;Мария Петухова;https://www.kinopoisk.ru/name/4510827;Режиссер,Сценарист,Продюсер;7, 2010 — 2016;;actors_ussr_russia/14645
23755;Евгений Кошевой;https://www.kinopoisk.ru/name/1805949;Актер;23, 2005 — 2021;Слуга народа 2,Вечерний квартал,Слуга народа,Разница в возрасте,Небесные родственники;actors_ussr_russia/23755
33275;Фаррух Комилов;https://www.kinopoisk.ru/name/1865026;Актер;2, 2007 — 2008;Иной;actors_ussr_russia/33275
11396;Паола Волкова;https://www.kinopoisk.ru/name/3186752;Актриса;2, 2012 — 2012;Мост над бездной;actors_ussr_russia/11396
4896;Сергей Мачильский;https://www.kinopoisk.ru/name/238534;Оператор;62, 1990 — 2023;Доктор Лиза,Зеленый театр в Земфире,Небесный суд,Свои,Механическая сюита,Небесный суд. Продолжение,Небесный суд,Годунов,Годунов. Продолжение,Царская прививка;actors_ussr_russia/4896
3271;Ольга Жизнева;https://www.kinopoisk.ru/name/319556;Актриса,Актриса дубляжа;47, 1925 — 2004;Разные судьбы,Закройщик из Торжка,Доживем до понедельника,Подкидыш,Адмирал Ушаков,Щит и меч;actors_ussr_russia/3271
16272;Александр Иванов;https://www.kinopoisk.ru/name/6260263;Режиссер,Сценарист,Продюсер;4, 2020 — 2023;;actors_ussr_russia/16272
23756;Лев Прыгунов;https://www.kinopoisk.ru/name/36389;Актер,Актер дубляжа;155, 1962 — 2023;Дети Дон Кихота,Увольнение на берег,Трактир на Пятницкой,Безотцовщина,Освобождение: Направление главного удара,И все-таки я люблю...,Игра на выбывание,Колье Шарлотты,Под ливнем пуль,Огненные дороги;actors_ussr_russia/23756
19522;Надя Дубиянски;https://www.kinopoisk.ru/name/4162835;Режиссер,Актриса,Сценарист,Художник;1, 2014 — 2014;;actors_ussr_russia/19522
8147;Василий Зайцев;https://www.kinopoisk.ru/name/3425333;Актер;11, 2010 — 2016;Кухня,Провокатор;actors_ussr_russia/8147
21;Екатерина Климова;https://www.kinopoisk.ru/name/594053;Актриса,Актриса дубляжа;87, 2001 — 2024;Артек. Большое путешествие,Все не случайно,Мы из будущего,Любовь под прикрытием,По законам военного времени,Однажды в Ростове,Шакал,Мы из будущего,Григорий Р.;actors_ussr_russia/21
3272;Татьяна Таушева;https://www.kinopoisk.ru/name/3702992;Актриса;29, 2007 — 2023;Казанова,Сын отца народов,Отмена всех ограничений,Девушки с Макаровым,Эффект домино;actors_ussr_russia/3272
17897;Татьяна Головин;https://www.kinopoisk.ru/name/3081742;;5;;actors_ussr_russia/17897
1648;Александр Маслаев;https://www.kinopoisk.ru/name/1420785;Актер;8, 1997 — 2022;Шапито-шоу: Любовь и дружба;actors_ussr_russia/1648
23760;Ирина Баринова;https://www.kinopoisk.ru/name/1627801;Актриса;49, 2004 — 2022;Выжить после,Без следа,Журов,Ещё одна жизнь,Склифосовский;actors_ussr_russia/23760
8148;Надежда Селиванова;https://www.kinopoisk.ru/name/1746534;Актриса;13, 2007 — 2021;Вампиры средней полосы,Мылодрама 2,ИП Пирогова,Клиника счастья;actors_ussr_russia/8148
